cruise,file,time,lat,lon,opp_evt_ratio,flow_rate,file_duration,pop,n_count,abundance,fsc_small_mean,chl_small_mean,pe_mean,fsc_perp_mean,flag
SCOPE_1,2014_342/2014-12-08T23-10-02+00-00,2014-12-08 23:10:02,21.2233,-156.1345,0.0100981700531837,2278.52263253396,84.261,prochloro,9498,293.941414621622,6.77787741938753,5.3727609571639,1.44675953470832,58.4216513835288,0
SCOPE_1,2014_342/2014-12-08T23-10-02+00-00,2014-12-08 23:10:02,21.2233,-156.1345,0.0100981700531837,2278.52263253396,84.261,synecho,70,2.16634017935497,62.9413055308979,27.2648487090491,29.0060068403446,58.4799290825908,0
SCOPE_1,2014_342/2014-12-08T23-10-02+00-00,2014-12-08 23:10:02,21.2233,-156.1345,0.0100981700531837,2278.52263253396,84.261,unknown,493,15.2572244060286,124.776331514988,17.2024771088194,2.48622106041392,58.4510868499791,0
SCOPE_1,2014_342/2014-12-08T23-22-19+00-00,2014-12-08 23:22:19,21.2235,-156.134,0.00869756914572141,2333.55968219587,180.109,beads,30,0.492402543236044,847.562558203473,137.268593427574,1692.73430585677,58.5652661158106,1
SCOPE_1,2014_342/2014-12-08T23-22-19+00-00,2014-12-08 23:22:19,21.2235,-156.134,0.00869756914572141,2333.55968219587,180.109,picoeuk,218,3.57812514751525,639.177318441901,715.101769101019,3.88952656738296,58.5252690019225,1
SCOPE_1,2014_342/2014-12-08T23-22-19+00-00,2014-12-08 23:22:19,21.2235,-156.134,0.00869756914572141,2333.55968219587,180.109,prochloro,17394,285.494994568258,5.63713745423828,5.26665843027844,1.43671187275848,58.427192627798,1
SCOPE_1,2014_342/2014-12-08T23-22-19+00-00,2014-12-08 23:22:19,21.2235,-156.134,0.00869756914572141,2333.55968219587,180.109,synecho,163,2.67538715158251,62.0920281349769,28.3422976027842,28.8720563867187,58.4823550054074,1
SCOPE_1,2014_342/2014-12-08T23-22-19+00-00,2014-12-08 23:22:19,21.2235,-156.134,0.00869756914572141,2333.55968219587,180.109,unknown,817,13.4097625941283,120.235615797884,11.7668760749499,2.79190539486964,58.4621280095638,1
SCOPE_1,2014_342/2014-12-08T23-31-20+00-00,2014-12-08 23:31:20,21.2398,-156.1326,0.00867792366950059,2340.44016597063,180.004,beads,17,0.279000285222797,745.051138448652,139.353068085865,1656.64529536613,58.5588734786117,1
SCOPE_1,2014_342/2014-12-08T23-31-20+00-00,2014-12-08 23:31:20,21.2398,-156.1326,0.00867792366950059,2340.44016597063,180.004,picoeuk,220,3.61059192641267,583.307546724061,723.545087404529,6.66557238393759,58.5253208204841,1
SCOPE_1,2014_342/2014-12-08T23-31-20+00-00,2014-12-08 23:31:20,21.2398,-156.1326,0.00867792366950059,2340.44016597063,180.004,prochloro,17360,284.908526556927,5.73204334318065,5.27331962053432,1.43402326709472,58.4354239812303,1
SCOPE_1,2014_342/2014-12-08T23-31-20+00-00,2014-12-08 23:31:20,21.2398,-156.1326,0.00867792366950059,2340.44016597063,180.004,synecho,160,2.62588503739103,65.4072974648807,30.0451915585146,31.6387192942175,58.4902818099256,1
SCOPE_1,2014_342/2014-12-08T23-31-20+00-00,2014-12-08 23:31:20,21.2398,-156.1326,0.00867792366950059,2340.44016597063,180.004,unknown,767,12.5878363979933,120.57088700902,15.5849522740889,2.85342809475285,58.4701630770365,1
SCOPE_1,2014_342/2014-12-08T23-34-20+00-00,2014-12-08 23:34:20,21.2453,-156.1316,0.00875193560992177,2338.14868205731,180.003,beads,9,0.146601285464745,808.501209658542,392.714744871288,2146.80716412715,58.5463043096118,1
SCOPE_1,2014_342/2014-12-08T23-34-20+00-00,2014-12-08 23:34:20,21.2453,-156.1316,0.00875193560992177,2338.14868205731,180.003,picoeuk,212,3.45327472428065,665.717707097547,775.252154319626,10.5628983863526,58.5481679522081,1
SCOPE_1,2014_342/2014-12-08T23-34-20+00-00,2014-12-08 23:34:20,21.2453,-156.1316,0.00875193560992177,2338.14868205731,180.003,prochloro,17414,283.657198342563,5.62225855796215,5.25114902854713,1.4306265637999,58.4426969618426,1
SCOPE_1,2014_342/2014-12-08T23-34-20+00-00,2014-12-08 23:34:20,21.2453,-156.1316,0.00875193560992177,2338.14868205731,180.003,synecho,172,2.80171345554846,53.6470551820624,25.9106691487435,28.0866785960536,58.4953999319415,1
SCOPE_1,2014_342/2014-12-08T23-34-20+00-00,2014-12-08 23:34:20,21.2453,-156.1316,0.00875193560992177,2338.14868205731,180.003,unknown,850,13.8456769605592,110.462036913287,12.2782291509232,3.56488020678993,58.4740945028604,1
SCOPE_1,2014_342/2014-12-08T23-37-20+00-00,2014-12-08 23:37:20,21.2528,-156.1306,0.00857195483075702,2331.26207767911,180.122,beads,12,0.200029828622078,715.862653219607,112.023927805546,1311.0995913611,58.6063317967524,1
SCOPE_1,2014_342/2014-12-08T23-37-20+00-00,2014-12-08 23:37:20,21.2528,-156.1306,0.00857195483075702,2331.26207767911,180.122,picoeuk,190,3.1671389531829,568.892750639097,671.068474648475,2.88883384870535,58.5475801376391,1
SCOPE_1,2014_342/2014-12-08T23-37-20+00-00,2014-12-08 23:37:20,21.2528,-156.1306,0.00857195483075702,2331.26207767911,180.122,prochloro,17010,283.542282071795,5.69543364109692,5.22894616752119,1.43407241276568,58.4519779823622,1
SCOPE_1,2014_342/2014-12-08T23-37-20+00-00,2014-12-08 23:37:20,21.2528,-156.1306,0.00857195483075702,2331.26207767911,180.122,synecho,174,2.90043251502013,61.8221232680419,26.9266248498957,31.7375028915071,58.5123469350852,1
SCOPE_1,2014_342/2014-12-08T23-37-20+00-00,2014-12-08 23:37:20,21.2528,-156.1306,0.00857195483075702,2331.26207767911,180.122,unknown,764,12.7352324222723,133.432663834188,10.0666997191439,4.98110267949624,58.486685570676,1
SCOPE_1,2014_342/2014-12-08T23-43-21+00-00,2014-12-08 23:43:21,21.2668,-156.1291,0.00852613397581878,2335.8552021875,180.024,beads,7,0.11714420593657,713.504310737433,88.458327330084,1220.36656327088,58.5898661059379,1
SCOPE_1,2014_342/2014-12-08T23-43-21+00-00,2014-12-08 23:43:21,21.2668,-156.1291,0.00852613397581878,2335.8552021875,180.024,picoeuk,206,3.44738663184764,608.110861792749,724.637958717241,8.73983650081343,58.5422157487734,1
SCOPE_1,2014_342/2014-12-08T23-43-21+00-00,2014-12-08 23:43:21,21.2668,-156.1291,0.00852613397581878,2335.8552021875,180.024,prochloro,16659,278.786475242475,5.54321519969129,4.99667895701736,1.42902877986064,58.4483577639755,1
